Title,Date,Source Type,Publication Title
"Market Slips Below the 1,700 Level",3/4/1986,Historical Newspapers,New York Times
"Oil Prices Plunge to Near $12 a Barrel; Increased Output, Milder Weather Cited.",3/4/1986,Historical Newspapers,Wall Street Journal
Treasury Bonds Higher; Crude Oil Is Below $12,3/5/1986,Historical Newspapers,New York Times
Top Executive Resigns At Beleaguered Pengo,3/5/1986,Historical Newspapers,New York Times
"Goodyear Gets Mixed Blessings From Drop In Oil Prices, but Many Stress the Benefits",3/5/1986,Historical Newspapers,Wall Street Journal
U.S. Oil Output Decline Is Seen for l986 As Collapse in Prices Batters Producers,3/5/1986,Historical Newspapers,Wall Street Journal
OIL PRICES,3/5/1986,Historical Newspapers,Wall Street Journal
Oil Futures Fall Below $12 a Barrel,3/5/1986,Historical Newspapers,The Washington Post
Carrying the Camelot Torch,3/5/1986,Historical Newspapers,The Washington Post
CORPORATE DIVIDEND NEWS,3/6/1986,Historical Newspapers,Wall Street Journal
"Industrial Average Edges Up 0.24, As Some Early Losses Are Erased",3/6/1986,Historical Newspapers,Wall Street Journal
Lawyers for Diverse Interests Haggle in Private Over a $4 Billion Kitty of Oil-Price Overcharges,3/6/1986,Historical Newspapers,Wall Street Journal
COMMODITIES,3/6/1986,Historical Newspapers,Wall Street Journal
Broad Talks on Mexican Debt,3/6/1986,Historical Newspapers,New York Times
Bonds Fall Daily Limit; Heating Oil Advances,3/6/1986,Historical Newspapers,New York Times
"Hess, Expecting Loss, Will Omit Its Dividend",3/6/1986,Historical Newspapers,New York Times
Mexico Trims Its Oil Prices,3/6/1986,Historical Newspapers,New York Times
A Romantic Era Wanes for Veteran Oil Traders,3/6/1986,Historical Newspapers,Wall Street Journal
Alaska Freezes Its Hiring As Oil's Price Plummets,3/6/1986,Historical Newspapers,Wall Street Journal
Mexico Loses Oil Contracts,3/6/1986,Historical Newspapers,The Washington Post
Sachs Restricts Md. Use Of $36 Million Refund,3/6/1986,Historical Newspapers,The Washington Post
Big Users' Gas Prices Trimmed,3/6/1986,Historical Newspapers,The Washington Post
Mexico Cuts Oil Prices Below $15 a Barrel,3/6/1986,Historical Newspapers,The Washington Post
Economic Scene,3/7/1986,Historical Newspapers,New York Times
"1,500 Wells Shut by Texaco",3/7/1986,Historical Newspapers,New York Times
Treasury Bonds Lose Early Gains; Oil Higher,3/7/1986,Historical Newspapers,New York Times
Amerada Mess's Dividend Omission Sparks Fears that More Oil Firms May Cut Payouts,3/7/1986,Historical Newspapers,Wall Street Journal
BUSINESS BRIEFS,3/7/1986,Historical Newspapers,Wall Street Journal
Market Climbs on Expectation of Lower Rates,3/7/1986,Historical Newspapers,The Washington Post
"Oil Prices Continue Fall, Sink Below $14 a Barrel",3/7/1986,Historical Newspapers,The Washington Post
Firms to Pay Less for Oil,3/8/1986,Historical Newspapers,The Washington Post
Gas-Price Survey To Be Tallied,3/9/1986,Historical Newspapers,New York Times
Forum,3/9/1986,Historical Newspapers,New York Times
Fall in Price Of Oil Hurts U.S. Fields,3/9/1986,Historical Newspapers,The Washington Post
Oil's Decline Seen Curbing Soviet Plans,3/10/1986,Historical Newspapers,New York Times
OPEC Production Expected to Fall,3/10/1986,Historical Newspapers,New York Times
Gasoline Price Falls Below $1 And More Cuts Are Expected,3/10/1986,Historical Newspapers,New York Times
5 Companies Slash Oil Prices,3/10/1986,Historical Newspapers,New York Times
"Dollar Climbs, Canadian Unit Posts Rebound",3/11/1986,Historical Newspapers,Wall Street Journal
Treasury Bonds Soar; Crude Oil and Meat Up,3/11/1986,Historical Newspapers,New York Times
BankAmerica Merger Called Appealing But Unlikely by Security Pacific Head,3/11/1986,Historical Newspapers,Wall Street Journal
Vulnerable Kuwait Marks Anniversary,3/11/1986,Historical Newspapers,The Washington Post
Treasury Bonds Soar On Rate-Drop Hopes,3/12/1986,Historical Newspapers,New York Times
"Refiners Again Cut Postings for Crude, But Price Plunge Appears Near Bottom",3/12/1986,Historical Newspapers,Wall Street Journal
"Sugar Contracts Surge, Breaching Resistance Level",3/12/1986,Historical Newspapers,Wall Street Journal
Small Investors Face High Risks In Oil Futures,3/12/1986,Historical Newspapers,Wall Street Journal
Commodity Funds Produce Best Month Since July 1984,3/12/1986,Historical Newspapers,Wall Street Journal
Stock Prices Smash Records as Bond Rally Continues; Industrials Rise 43.10; 30-Year Treasurys Pierce 8%,3/12/1986,Historical Newspapers,Wall Street Journal
New York State Sues Ford Over Lemon-Law Repairs,3/12/1986,Historical Newspapers,The Washington Post
Rules Eased for Ailing Banks,3/12/1986,Historical Newspapers,The Washington Post
"Oil Prices Rise Again, But Outlook Is Unclear",3/13/1986,Historical Newspapers,New York Times
Interest Rates Up Slightly,3/13/1986,Historical Newspapers,New York Times
Fuel Oil Use Surges as Firms Abandon Gas,3/13/1986,Historical Newspapers,Wall Street Journal
Energy Contracts Surge on Report Inventories Fell,3/13/1986,Historical Newspapers,Wall Street Journal
The Center Holds in Egypt,3/13/1986,Historical Newspapers,Wall Street Journal
Dollar Advances; Firmer Oil Prices Strengthen Pound,3/13/1986,Historical Newspapers,Wall Street Journal
Stocks Close Mostly Higher In Busy Day,3/13/1986,Historical Newspapers,The Washington Post
Giving Efflorescence More Than a Brushoff,3/13/1986,Historical Newspapers,The Washington Post
"1986 Budgets Cut By Exxon, Chevron",3/14/1986,Historical Newspapers,New York Times
Bonds Up; 1-Year Bill at 6.61%,3/14/1986,Historical Newspapers,New York Times
Oil Declines Daily Limit In Busy Profit Taking,3/14/1986,Historical Newspapers,New York Times
Yamani Gets His Wings Clipped As Oil Crisis Bites in Saudi Arabia,3/14/1986,Historical Newspapers,Wall Street Journal
Oil Prices Tumble On Fears Producers Won't Reach Pact,3/14/1986,Historical Newspapers,Wall Street Journal
"As Gasoline Price Decline Accelerates, Some See Fall in Consumer Price Index",3/14/1986,Historical Newspapers,Wall Street Journal
Allied Bancshares Says Oil Price Drop May Nearly Halve First-Quarter Profit,3/14/1986,Historical Newspapers,Wall Street Journal
"U.S. Steel to Take $260 Million Charge In First Quarter for Oil, Gas Inventories",3/14/1986,Historical Newspapers,Wall Street Journal
"Exxon, Chevron Make Big Cuts In '86 Spending",3/14/1986,Historical Newspapers,Wall Street Journal
OPEC Ministers to Meet Amid Growing Dispute,3/15/1986,Historical Newspapers,New York Times
The Mexicans A wake to Hard Times,3/16/1986,Historical Newspapers,New York Times
Southland's Quest for Glamour,3/16/1986,Historical Newspapers,New York Times
A Surprising Choice For the World Bank,3/16/1986,Historical Newspapers,New York Times
"Remembering the Alamo, and the Good Old Days, in Texas",3/16/1986,Historical Newspapers,New York Times
Faster Growth Yet to Materialize,3/16/1986,Historical Newspapers,The Washington Post
"U.S. Global Policy Limited, Evolving",3/16/1986,Historical Newspapers,The Washington Post
Article 1 -- No Title,3/17/1986,Historical Newspapers,New York Times
Transcript of the President's Speech,3/17/1986,Historical Newspapers,New York Times
Article 2 -- No Title,3/17/1986,Historical Newspapers,New York Times
Market Place,3/17/1986,Historical Newspapers,New York Times
U.S. Hopes for Energy Independence Shattering as Oil Resource Base Erodes,3/17/1986,Historical Newspapers,Wall Street Journal
Arriving Late for the Bull Market: The Pros Offer Tips on What to Do,3/17/1986,Historical Newspapers,Wall Street Journal
Oil Firms Plan Drastic Moves As Prices Drop,3/17/1986,Historical Newspapers,Wall Street Journal
Producer Prices In February Fell A Record 1.6%,3/17/1986,Historical Newspapers,Wall Street Journal
Dollar Falls on Rumor Japan Isn't Opposed To Weaker U.S. Unit,3/17/1986,Historical Newspapers,Wall Street Journal
Saudis Seek Outside Help,3/17/1986,Historical Newspapers,The Washington Post
"Heating Oil, Gasoline Surge by Daily Limit",3/18/1986,Historical Newspapers,New York Times
Dollar Declines Broadly; Gold Rises by $2 in U.S.,3/18/1986,Historical Newspapers,New York Times
West Texas Oilmen Struggle to Endure,3/18/1986,Historical Newspapers,New York Times
Thatcher's Policy On Oil Questioned,3/18/1986,Historical Newspapers,New York Times
BUSINESS BRIEFS,3/18/1986,Historical Newspapers,Wall Street Journal
Energy Prices Rise On Reports OPEC May Reach Pact,3/18/1986,Historical Newspapers,Wall Street Journal
OPEC Still Divided On Pricing Strategy,3/18/1986,Historical Newspapers,The Washington Post
Oil and Interest Rates Show Wild Swings,3/19/1986,Historical Newspapers,New York Times
Oil Prices Surge On Talk OPEC Will Reach Pact,3/19/1986,Historical Newspapers,Wall Street Journal
Britain to Cut Income Taxes Small Amount,3/19/1986,Historical Newspapers,Wall Street Journal
"Exxon to Cut Some Operations in U. S., Overseas Because of Falling Oil Prices",3/19/1986,Historical Newspapers,Wall Street Journal
Britain Rebuffs Saudi Plea on Oil Output,3/19/1986,Historical Newspapers,The Washington Post
"Oil Contracts Weaken, Awaiting OPEC Move",3/20/1986,Historical Newspapers,New York Times
"Hog Herds Shrank Again, U.S. Report Is Expected to Say",3/20/1986,Historical Newspapers,Wall Street Journal
Economic Scene,3/21/1986,Historical Newspapers,New York Times
Oil Contracts Extend Slide Amid Pessimism,3/21/1986,Historical Newspapers,New York Times
Accord by OPEC Seen as Unlikely,3/21/1986,Historical Newspapers,New York Times
Market Place,3/21/1986,Historical Newspapers,New York Times
Goodyear Halts Work on Oil Pipeline Pending Review of Impact on Aquifer,3/21/1986,Historical Newspapers,Wall Street Journal
BUSINESS BRIEFS,3/21/1986,Historical Newspapers,Wall Street Journal
Pennzoil Plans New Legal Step Against Texaco,3/21/1986,Historical Newspapers,Wall Street Journal
Oil Soars in Last Hour On OPEC's Statement,3/22/1986,Historical Newspapers,New York Times
"OPEC Has Agreement, But No Plan, on Curbs",3/22/1986,Historical Newspapers,New York Times
Russians Headed Back to China,3/23/1986,Historical Newspapers,New York Times
Price Rift in OPEC Takes On Political Tone,3/23/1986,Historical Newspapers,New York Times
2d Global Rate Fix Unlikely,3/23/1986,Historical Newspapers,The Washington Post
Marcos Crony Returning Despite Fraud Evidence,3/24/1986,Historical Newspapers,New York Times
Market Place|,3/24/1986,Historical Newspapers,New York Times
Weary OPEC Officials Fail to Devise Output Plan,3/24/1986,Historical Newspapers,New York Times
A.M.C. Recovery Seen by New Head,3/24/1986,Historical Newspapers,New York Times
British Pound Expected to Rise Further After Hitting 29-Month High Last Week,3/24/1986,Historical Newspapers,Wall Street Journal
"OPEC Agrees Output Cuts Are Needed, But Discord on Quotas Is Seen Growing",3/24/1986,Historical Newspapers,Wall Street Journal
Patient's Heart Stops 3 Times Before Implant,3/24/1986,Historical Newspapers,The Washington Post
Oil Prices Plunge After OPEC Adjourns,3/25/1986,Historical Newspapers,New York Times
Yamani Issues Warning As Oil Session Adjourns,3/25/1986,Historical Newspapers,New York Times
"Dow Recovers by 14.37, to 1,782.93",3/25/1986,Historical Newspapers,New York Times
Treasury Bonds Soar As Precious Metals Fall,3/25/1986,Historical Newspapers,New York Times
OPEC Session Collapses as Members Fail In Effort to Divide Up Production Shares,3/25/1986,Historical Newspapers,Wall Street Journal
Ashland Oil Cuts Budget For Fiscal '86 to $88 Million,3/25/1986,Historical Newspapers,Wall Street Journal
Oil Prices Plunge After OPEC Adjourns without Agreement on Output Ceilings,3/25/1986,Historical Newspapers,Wall Street Journal
OPEC Divisions Deep As Oil Summit Ends,3/25/1986,Historical Newspapers,The Washington Post
Blue-Chip Stocks Rally After Selloff,3/25/1986,Historical Newspapers,The Washington Post
Stock Prices Post A Sharp Decline In London Session,3/26/1986,Historical Newspapers,Wall Street Journal
Currency Contracts Decline as Traders Flock to the Dollar,3/26/1986,Historical Newspapers,Wall Street Journal
Belzberg Family Buys Big Stake In Ashland Oil,3/26/1986,Historical Newspapers,Wall Street Journal
Energy Prices Climb; Heating Oil Heads List,3/26/1986,Historical Newspapers,New York Times
'86 GM Capital Spending Expected to Hit $10 Billion,3/26/1986,Historical Newspapers,The Washington Post
"CFS Financial Lists $169 Million of Debt, $9 Million of Assets",3/27/1986,Historical Newspapers,Wall Street Journal
Southland Corp. To Post Wide Loss For First Quarter,3/27/1986,Historical Newspapers,Wall Street Journal
Bond Contracts Soar Amid Talk Of Low Inflation,3/27/1986,Historical Newspapers,Wall Street Journal
Low-Inflation Outlook Buoys Treasury Bonds,3/27/1986,Historical Newspapers,New York Times
Belzberg Family Offers $60 a Share for Ashland,3/27/1986,Historical Newspapers,New York Times
Market and the Dow in Step,3/27/1986,Historical Newspapers,New York Times
Southland Expects Big Loss,3/27/1986,Historical Newspapers,New York Times
FDIC Sees Problem Energy Loans Mounting,3/27/1986,Historical Newspapers,The Washington Post
Trade Gap Narrowed Last Month,3/28/1986,Historical Newspapers,New York Times
Oil Contracts Below $12 After Daylong Selling,3/28/1986,Historical Newspapers,New York Times
Economic Scene,3/28/1986,Historical Newspapers,New York Times
Industrials Surge Early in Session But Close Well Below Day's Highs,3/28/1986,Historical Newspapers,Wall Street Journal
Bond Contracts Surge on Talk Fed May Cut Its Rate,3/28/1986,Historical Newspapers,Wall Street Journal
Oil Prices Plummet to New Lows,3/28/1986,Historical Newspapers,The Washington Post
Manila Probes Oil Czar's Deals,3/29/1986,Historical Newspapers,The Washington Post
A Peril To Security,3/30/1986,Historical Newspapers,New York Times
Taming America's Thirst for Imported Oil,3/30/1986,Historical Newspapers,New York Times
Refineries Seek Tax Reductions,3/30/1986,Historical Newspapers,New York Times
"For Northville, Shifting Fortunes",3/30/1986,Historical Newspapers,New York Times
Early Advantages Expected for Japan,3/30/1986,Historical Newspapers,The Washington Post
Digicon Inc.Sees Chapter 11 Filing Without Debt Pact,3/31/1986,Historical Newspapers,Wall Street Journal
Gold Drops $12 On the Comex; Oil Prices Cited,4/1/1986,Historical Newspapers,Wall Street Journal
"Dome Petroleum Posts 1985 Profit, Its First Since 1981",4/1/1986,Historical Newspapers,Wall Street Journal
Oil Prices Drop To 11-Year Low In U.S. Markets,4/1/1986,Historical Newspapers,Wall Street Journal
Bonds Surge as Oil Prices Fall Again,4/1/1986,Historical Newspapers,New York Times
Herrington Cautions OPEC on Oil's Slide,4/1/1986,Historical Newspapers,New York Times
Prices for Crude Oil Fall Below $11 a Barrel,4/1/1986,Historical Newspapers,New York Times
Oil Prices Tumble to 8-Year Low,4/1/1986,Historical Newspapers,The Washington Post
Stocks Falter; Broad Indexes Close Mixed,4/1/1986,Historical Newspapers,The Washington Post
"Oil Market Sags, Then Rebounds",4/2/1986,Historical Newspapers,New York Times
OPEC Confronts Paralysis,4/2/1986,Historical Newspapers,Wall Street Journal
Oil Prices Rebound As Bush Sets Talks With Saudi Arabia,4/2/1986,Historical Newspapers,Wall Street Journal
MCorp to Set Reserve Against Possible Losses,4/2/1986,Historical Newspapers,Wall Street Journal
"Bond, Oil Futures News Sends Stocks Lower",4/2/1986,Historical Newspapers,The Washington Post
FDIC Chairman Says Fund Is Solid Despite Sagging Energy Prices,4/2/1986,Historical Newspapers,The Washington Post
Inflation's Grim Lessons,4/2/1986,Historical Newspapers,The Washington Post
